result
Id,Term,Crn,Subj,Number,Section,Footnote,Title,Credit,CreditMax,Res,Fy,HasPerm,HasGuide,Meetings/0/Location,Meetings/0/U,Meetings/0/M,Meetings/0/T,Meetings/0/W,Meetings/0/R,Meetings/0/F,Meetings/0/S,Meetings/0/Start,Meetings/0/End,Meetings/0/Credit,Meetings/1/Location,Meetings/1/U,Meetings/1/M,Meetings/1/T,Meetings/1/W,Meetings/1/R,Meetings/1/F,Meetings/1/S,Meetings/1/Start,Meetings/1/End,Meetings/1/Credit,Instructors/0/Display,Reqs/0/Code,Reqs/0/Desc,Reqs/0/Fy,Reqs/0/Uc,DeptCodes/0,Reqs/1/Code,Reqs/1/Desc,Reqs/1/Fy,Reqs/1/Uc,Reqs/2/Code,Reqs/2/Desc,Reqs/2/Fy,Reqs/2/Uc,Reqs/3/Code,Reqs/3/Desc,Reqs/3/Fy,Reqs/3/Uc,Instructors/1/Display,DeptCodes/1,Reqs/4/Code,Reqs/4/Desc,Reqs/4/Fy,Reqs/4/Uc,Instructors/2/Display,Instructors/3/Display,Instructors/4/Display,Reqs/5/Code,Reqs/5/Desc,Reqs/5/Fy,Reqs/5/Uc,DeptCodes/2,DeptCodes/3,Instructors/5/Display,Instructors/6/Display
202505-56689,202505,56689,ENLS,101,4,Full title: Introduction to Multiethnic American Literatures,Intro Multiethnic American Lit,1,,,Y,N,Y,VAUG 101,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Beardsley, Steven",AHLG,Arts and Humanities Learning Goals,Y,Y,ENGL,ARHC,Arts and Humanities,Y,Y,DUSC,Diversity in the U.S.,Y,Y,FRST,First year course,N,Y,,ENLS,RPI,"Race, Power and Inequality",Y,Y,,,,W2,Writing Level 2,Y,Y,,,,
202505-56690,202505,56690,ENLS,311,1,"Full title: Queer Filipino/x American Literature: US Empire, Multiculturalism, and Model Minority",Queer Filipino/x American Lit,1,,,N,N,Y,OLRY 309,N,Y,N,Y,N,N,N,1200,1320,1,,,,,,,,,,,,"Beardsley, Steven",ARHC,Arts and Humanities,Y,Y,ENGL,DUSC,Diversity in the U.S.,Y,Y,GBCC,Global Connections,Y,Y,RPI,"Race, Power and Inequality",Y,Y,,ENLS,W2,Writing Level 2,Y,Y,,,,,,,,,,,
202505-56691,202505,56691,ENLS,611,1,,Queer Filipino/x American Lit,1,,,N,Y,Y,OLRY 309,N,Y,N,Y,N,N,N,1200,1320,1,,,,,,,,,,,,"Beardsley, Steven",W2,Writing Level 2,Y,Y,ENGL,,,,,,,,,,,,,,ENLS,,,,,,,,,,,,,,,
202505-56844,202505,56844,DANC,360,2,,Rehearsal and Performance,0.25,,,N,Y,Y,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Xavier, Jaruam M.",ARHC,Arts and Humanities,Y,Y,DANC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56849,202505,56849,ACFM,104,7,,Foundations of Accounting I,1,,,N,N,N,OLIN 254,N,N,Y,N,Y,N,N,1300,1420,1,HOLM 116,N,N,N,Y,N,N,N,1900,2150,0,"Rivera, Vernan O.",SLSC,Social Science,Y,Y,ACFM,,,,,,,,,,,,,,MGMT,,,,,,,,,,,,,,,
202505-56850,202505,56850,ACFM,203,5,Not open to students who have completed ACFM 210. Common hour Wednesday 7:00-9:50 used rarely. Conflicts are accepted. Please see instructor prior to registration for override. Prerequisite: ACFM 104,Corporate Finance,1,,,N,N,Y,HOLM 231,N,Y,N,Y,N,N,N,830,950,1,,N,N,N,Y,N,N,N,1900,2150,0,"Atta-Darkua, Vaska",SLSC,Social Science,Y,Y,ACFM,,,,,,,,,,,,,,MGMT,,,,,,,,,,,,,,,
202505-56851,202505,56851,ENST,315,1,,Cold Places,1,,,N,N,N,ACWS 203,N,N,N,N,N,Y,N,1300,1550,1,,,,,,,,,,,,"Stuhl, Andrew T.",ARHC,Arts and Humanities,Y,Y,ENST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56852,202505,56852,ENST,246,1,,Environmental Activism,1,,Closed,N,N,N,ACWS 115,N,N,Y,N,Y,N,N,830,950,1,,,,,,,,,,,,"Stuhl, Andrew T.",EVCN,Environmental Connections,Y,Y,ENST,SLSC,Social Science,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56853,202505,56853,ECON,299,1,TA for ECON 101.03 - Permission Only,Teaching Assistants in ECON,1,,,N,Y,N,ACWS 108,N,Y,N,Y,N,Y,N,1200,1250,1,,,,,,,,,,,,"Schneider, Geoff",SLSC,Social Science,Y,Y,ECON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56854,202505,56854,ECON,299,2,TA for ECON 101.04 - Permission Only,Teaching Assistants in ECON,1,,,N,Y,N,ACWS 108,N,Y,N,Y,N,Y,N,1100,1150,1,,,,,,,,,,,,"Schneider, Geoff",SLSC,Social Science,Y,Y,ECON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56855,202505,56855,ENST,232,1,,"Identity,InequalityEnvironment",1,,,N,N,N,OLIN 351,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Pouchet, Jessica",SLSC,Social Science,Y,Y,ENST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56856,202505,56856,ENST,210,1,"Crosslisted with ANTH 210. Seats reserved for ENST, ENSC majors in ENST 210. See <a href=""https://pubapps.bucknell.edu/CourseInformation/#/guide?term=202505&crn=56856&subject=ENST&number=210"" target=""_blank"">Course Guide</a> for reserved seat information. Students can switch their course designation after registration with assistance from the Registrar's Office.",Environmental Ethnography,1,,Closed,N,N,N,COLE 120,N,N,Y,N,N,N,N,1300,1550,1,,,,,,,,,,,,"Pouchet, Jessica",SLSC,Social Science,Y,Y,ENST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56857,202505,56857,ACFM,363,1,"Full title: ""From Dot Com to AI: Tech Bubbles or New Era?""",From Dot Com to AI:Tech Bubble,1,,,N,N,N,HOLM 104,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Traflet, Janice M.",SLSC,Social Science,Y,Y,ACFM,,,,,,,,,,,,,,MGMT,,,,,,,,,,,,,,,
202505-56858,202505,56858,ACFM,363,2,"Full title: ""From Dot Com to AI: Tech Bubbles or New Era?""",From Dot Com to AI:Tech Bubble,1,,,N,N,N,HOLM 104,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Traflet, Janice M.",SLSC,Social Science,Y,Y,ACFM,,,,,,,,,,,,,,MGMT,,,,,,,,,,,,,,,
202505-56861,202505,56861,ANBE,313,1,Cross-listed as BIOL 313.,Mammalogy,1,,,N,Y,N,BIOL 104,N,N,Y,N,Y,N,N,830,950,1,BIOL 318,N,N,Y,N,Y,N,N,1000,1120,0,"Reeder, DeeAnn M.",NSMC,Natural Science and Mathematics,Y,Y,ANBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56862,202505,56862,ANBE,613,1,Cross-listed as BIOL 613.,Mammalogy,1,,,N,Y,N,BIOL 104,N,N,Y,N,Y,N,N,830,950,1,BIOL 318,N,N,Y,N,Y,N,N,1000,1120,0,"Reeder, DeeAnn M.",NSMC,Natural Science and Mathematics,Y,Y,ANBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56863,202505,56863,ENST,209,1,"Crosslisted with ANTH 202 and LAMS 202. See <a href=""https://pubapps.bucknell.edu/CourseInformation/#/guide?term=202505&crn=56863&subject=ENST&number=209"" target=""_blank"">Course Guide</a> for reserved seat information. Students can change crosslist course designation with assistance from the Registrar's Office after registration.",Rainforests&Eco-Pols in LATAM,1,,Closed,N,N,N,OLIN 372,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Rojas, David M.",DUSC,Diversity in the U.S.,Y,Y,ENST,EVCN,Environmental Connections,Y,Y,GBCC,Global Connections,Y,Y,NPJ,"Nature, People and Justice",Y,Y,,,RPI,"Race, Power and Inequality",Y,Y,,,,SLSC,Social Science,Y,Y,,,,
202505-56864,202505,56864,ANBE,328,1,Cross-listed with BIOL 328<br>Must register for ANBE 328P-40.,Endocrinology,1,,,N,Y,N,BIOL 324,N,Y,N,Y,N,N,N,1330,1450,1,,,,,,,,,,,,"Benowitz-Fredericks, Morgan",NSMC,Natural Science and Mathematics,Y,Y,ANBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56865,202505,56865,ENST,209,2,"Crosslisted with ANTH 202 and LAMS 202. See <a href=""https://pubapps.bucknell.edu/CourseInformation/#/guide?term=202505&crn=56865&subject=ENST&number=209"" target=""_blank"">Course Guide</a> for reserved seat information. Students can change crosslist course designation with assistance from the Registrar's Office after registration.",Rainforests&Eco-Pols in LATAM,1,,Closed,N,N,N,ACWS 112,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Rojas, David M.",DUSC,Diversity in the U.S.,Y,Y,ENST,EVCN,Environmental Connections,Y,Y,GBCC,Global Connections,Y,Y,NPJ,"Nature, People and Justice",Y,Y,,,RPI,"Race, Power and Inequality",Y,Y,,,,SLSC,Social Science,Y,Y,,,,
202505-56866,202505,56866,ANBE,628,1,Cross-listed with BIOL 628.,Endocrinology,1,,,N,Y,N,BIOL 324,N,Y,N,Y,N,N,N,1330,1450,0,,,,,,,,,,,,"Benowitz-Fredericks, Morgan",NSMC,Natural Science and Mathematics,Y,Y,ANBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56867,202505,56867,GEOG,208,1,Cross listed with LAMS 218 and WMST 218,Latina Feminisms US,1,,,N,N,N,BIOL 102,N,Y,N,Y,N,N,N,1200,1320,1,,,,,,,,,,,,"Perez-Zetune, Elena",GBCC,Global Connections,Y,Y,GEOG,RPI,"Race, Power and Inequality",Y,Y,SLSC,Social Science,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56868,202505,56868,NEUR,332,1,Cross listed with BIOL 332.,Developmental Neurobiology,1,,,N,Y,N,BIOL 108,N,Y,N,N,N,N,N,1300,1550,1,BIOL 108,N,N,N,Y,N,N,N,1300,1550,0,"Pearson, James T.",NSMC,Natural Science and Mathematics,Y,Y,NEUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56869,202505,56869,ANBE,357,1,Cross-listed with BIOL 357.,Ornithology,1,,,N,Y,N,BIOL 318,N,N,N,Y,N,N,N,800,1150,1,COLE 120,N,Y,N,N,N,Y,N,830,950,0,"Heintzelman, Matthew B.",NSMC,Natural Science and Mathematics,Y,Y,ANBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56870,202505,56870,ANBE,657,1,Cross-listed with BIOL 657.,Ornithology,1,,,N,Y,N,BIOL 318,N,N,N,Y,N,N,N,800,1150,1,COLE 120,N,Y,N,N,N,Y,N,830,950,0,"Heintzelman, Matthew B.",,,,,ANBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56871,202505,56871,ENCW,238,1,,National Poetry Month Project,0.5,,,N,N,Y,BUHL 100,N,N,N,Y,N,N,N,1200,1320,0,,,,,,,,,,,,"Ram, Jessica N.",ARHC,Arts and Humanities,Y,Y,ENCW,,,,,,,,,,,,,,ENGL,,,,,,,,,,,,,,,
202505-56872,202505,56872,ANTH,210,1,"Crosslisted with ENST 210. Seats reserved for ENST, ENSC majors in ENST 210. See <a href=""https://pubapps.bucknell.edu/CourseInformation/#/guide?term=202505&crn=56872&subject=ANTH&number=210"" target=""_blank"">Course Guide</a> for reserved seat information. Students can switch their course designation after registration with assistance from the Registrar's Office.",Environmental Ethnography,1,,,N,N,N,COLE 120,N,N,Y,N,N,N,N,1300,1550,1,,,,,,,,,,,,"Pouchet, Jessica",EVCN,Environmental Connections,Y,Y,ANTH,SLSC,Social Science,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56873,202505,56873,EAST,212,1,,Modern Japanese Lit in Transl,1,,,Y,N,Y,OLIN 255,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Lofgren, Erik R.",AHLG,Arts and Humanities Learning Goals,Y,Y,EAST,ARHC,Arts and Humanities,Y,Y,FRST,First year course,N,Y,GBCC,Global Connections,Y,Y,,,W2,Writing Level 2,Y,Y,,,,,,,,,,,
202505-56874,202505,56874,ACFM,323,1,"Common hour, Wednesday 11:00-11:50 used frequently.",Advanced Financial Accounting,1,,,N,N,N,HOLM 251,N,N,N,Y,N,N,N,1100,1150,0,HOLM 251,N,N,N,Y,N,Y,N,1200,1320,1,"Jensen, David E.",SLSC,Social Science,Y,Y,ACFM,,,,,,,,,,,,,,MGMT,,,,,,,,,,,,,,,
202505-56875,202505,56875,ANTH,292,1,,The Anthropology of Wellbeing,1,,Closed,N,N,Y,COLE 054,N,Y,N,Y,N,Y,N,1400,1450,1,,,,,,,,,,,,"Searles, Edmund Q.",GBCC,Global Connections,Y,Y,ANTH,SLSC,Social Science,Y,Y,W2,Writing Level 2,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56876,202505,56876,MUSC,110,1,,Introduction to Singing,0.5,,,N,N,N,SWMU 116,N,N,Y,N,Y,N,N,1000,1050,0,,,,,,,,,,,,"Rodriguez, Gizelxanath",ARHC,Arts and Humanities,Y,Y,MUSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56877,202505,56877,MECH,488,3,Prerequisites: MECH 213 and MECH 313 and MECH 312 (Can be taken concurrently). This course is being offered at 1.0 credit.,HVAC System in Smart Buildings,1,1,,N,N,N,BRKI 066,N,Y,N,Y,N,N,N,1300,1450,1,,,,,,,,,,,,"Li, Lily",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56878,202505,56878,MECH,688,3,1 credit elective,HVAC System in Smart Buildings,1,1,,N,Y,N,BRKI 066,N,Y,N,Y,N,N,N,1300,1450,0,,,,,,,,,,,,"Li, Lily",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56880,202505,56880,MECH,475,2,0.5 credit elective. Will run for 7 weeks of the semester: 1/21/2025 - 3/18/25. Section 02 is open only to juniors., Finite Element Modeling,0.5,1,,N,N,N,DANA 221,N,Y,N,Y,N,N,N,1300,1450,0,,,,,,,,,,,,"Wheatley, Benjamin B.",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56882,202505,56882,MECH,675,2,"0.5 credit elective.
Will run for 7 weeks of the semester: 1/21/2025 - 3/18/25",Finite Element Modeling,0.5,1,,N,Y,N,DANA 221,N,Y,N,Y,N,N,N,1300,1450,0,,,,,,,,,,,,"Wheatley, Benjamin B.",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56886,202505,56886,CBST,280,1,,"Race, Violence & Incarceration",1,,,N,N,N,COLE 221,N,N,N,N,Y,N,N,1300,1550,1,,,,,,,,,,,,"Saucier, P. Khalil",ARHC,Arts and Humanities,Y,Y,CBST,W2,Writing Level 2,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56887,202505,56887,MECH,473,2,"0.5 credit elective. Will run for 7 weeks of the semester: 3/20/25 - 5/5/25.
Section 02 meets MW 1:00 PM - 2:50 PM.",Materials Characterization,0.5,1,,N,N,N,DANA 221,N,Y,N,Y,N,N,N,1300,1450,0,,,,,,,,,,,,"Wright, Wendelin J.",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56888,202505,56888,CBST,238,1,,Vampire & Zombies,1,,,N,N,N,DANA 137,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Williams, Jaye Austin A.",ARHC,Arts and Humanities,Y,Y,CBST,DUSC,Diversity in the U.S.,Y,Y,W2,Writing Level 2,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56889,202505,56889,MECH,673,2,"0.5 credit elective.
Will run for 7 weeks of the semester: 3/20/25 - 5/5/25",Materials Characterization,0.5,1,,N,Y,N,DANA 221,N,Y,N,Y,N,N,N,1300,1450,0,,,,,,,,,,,,"Wright, Wendelin J.",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56890,202505,56890,CBST,202,1,,Black Film and Antiblackness,1,,,N,N,N,ACWS 215,N,N,Y,N,N,N,N,1300,1550,1,,,,,,,,,,,,"Williams, Jaye Austin A.",DUSC,Diversity in the U.S.,Y,Y,CBST,SLSC,Social Science,Y,Y,W2,Writing Level 2,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56891,202505,56891,CBST,205,1,,Blaxploitation N the 'Hood,1,,,N,N,N,ACWS 114,N,N,N,Y,N,N,N,1900,2150,1,,,,,,,,,,,,"Williams, Jaye Austin A.",ARHC,Arts and Humanities,Y,Y,CBST,DUSC,Diversity in the U.S.,Y,Y,W2,Writing Level 2,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56892,202505,56892,MECH,451,1,"0.5 credit elective.
Will run for 7 weeks of the semester: 1/21/25 - 3/18/25",Vibration Analysis,0.5,1,,N,N,N,BRKI 165,N,N,Y,N,Y,N,N,1000,1150,0,,,,,,,,,,,,"Sloboda, Andrew R.",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56893,202505,56893,MECH,451,2,"0.5 credit elective.
Will run for 7 weeks of the semester: 3/20/25 - 5/5/25",Vibration Analysis,0.5,1,,N,N,N,BRKI 165,N,N,Y,N,Y,N,N,1000,1150,0,,,,,,,,,,,,"Sloboda, Andrew R.",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56894,202505,56894,MECH,651,1,"0.5 credit elective.
Will run for 7 weeks of the semester: 1/21/25- 3/18/25",Vibration Analysis,0.5,1,,N,Y,N,BRKI 165,N,N,Y,N,Y,N,N,1000,1150,0,,,,,,,,,,,,"Sloboda, Andrew R.",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56895,202505,56895,MECH,651,2,"0.5 credit elective.
Will run for 7 weeks of the semester: 3/20/25 - 5/5/25",Vibration Analysis,0.5,1,,N,Y,N,BRKI 165,N,N,Y,N,Y,N,N,1000,1150,0,,,,,,,,,,,,"Sloboda, Andrew R.",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56896,202505,56896,MECH,478,1,Students must also enroll in MECH 478R-40. Crosslisted with BMEG 431.,Biomimetic Materials,1,,,N,N,N,ACET 120,N,Y,N,Y,N,Y,N,900,950,1,,,,,,,,,,,,"Ebenstein, Donna M.",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56897,202505,56897,MECH,478R,40,,Recitation-Biomimetic Material,0,,,N,N,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Ebenstein, Donna M.",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56898,202505,56898,EAST,227,1,EAST 227 counts as a History elective for History Majors.,Health& Healing in Chn History,1,,,N,N,Y,COLE 023,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Chen, Song",AHLG,Arts and Humanities Learning Goals,Y,Y,EAST,ARHC,Arts and Humanities,Y,Y,GBCC,Global Connections,Y,Y,,,,,,HIST,,,,,,,,,,,,HLTH,,,
202505-56899,202505,56899,ARTH,310,1,,The Body in Premodern Art,1,,,N,N,Y,HOLM 252,N,Y,N,Y,N,N,N,1500,1620,1,,,,,,,,,,,,"Boxer, Carly B.",ARHC,Arts and Humanities,Y,Y,ARTH,,,,,,,,,,,,,,HLTH,,,,,,,,,,,,,,,
202505-56900,202505,56900,CHIN,204,1,,Chinese IV,1,,,N,N,Y,COLE 117,N,Y,N,Y,N,Y,N,1300,1350,1,,,,,,,,,,,,"Tian, Xi",ARHC,Arts and Humanities,Y,Y,CHIN,CCFL,Foreign Language,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56901,202505,56901,MIDE,201,9,,Marketing,1,,Closed,N,N,N,HOLM 251,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Guzel, Gulay",SLSC,Social Science,Y,Y,MGMT,,,,,,,,,,,,,,MIDE,,,,,,,,,,,,,,,
202505-56902,202505,56902,UNIV,200,12,,Feminist Care and Health,1,,Closed,N,N,N,ACWS 114,N,Y,N,Y,N,N,N,1330,1450,1,,,,,,,,,,,,"McCabe, Katharine",CCIP,Integrated Perspectives,Y,Y,GEOG,,,,,,,,,,,,,"Christian, Jenna M.",UNIV,,,,,,,,,,,,WMST,,,
202505-56904,202505,56904,HIST,296,1,,Modern Japanese History,1,,,Y,N,N,VAUG 101,N,Y,N,Y,N,N,N,1500,1620,1,,,,,,,,,,,,"Orr, James J.",AHLG,Arts and Humanities Learning Goals,Y,Y,HIST,ARHC,Arts and Humanities,Y,Y,FRST,First year course,N,Y,GBCC,Global Connections,Y,Y,,,,,,,,,,,,,,,,,
202505-56905,202505,56905,HIST,297,1,,The People's Republic of China,1,,,N,N,N,COLE 023,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Chen, Song",AHLG,Arts and Humanities Learning Goals,Y,Y,HIST,ARHC,Arts and Humanities,Y,Y,GBCC,Global Connections,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56906,202505,56906,PSYC,287,1,"Prerequisites: (PSYC 215 or MATH 216), PSYC 216, and PSYC 240 or permission of the instructor.",Advanced Methods Multicultural,1,,,N,N,Y,OLRY 307,N,N,Y,N,N,N,N,1300,1550,1,,,,,,,,,,,,"Mena, Jasmine A.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56907,202505,56907,PHIL,225,1,,Metaphysics,1,,,N,N,Y,COLE 221,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Balcells, Maria L.",AHLG,Arts and Humanities Learning Goals,Y,Y,PHIL,ARHC,Arts and Humanities,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56908,202505,56908,ANTH,251,1,Crosslisted with WMST 251,Gender/Power/Global Developmt,1,,,N,N,N,COLE 119,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Davis, Coralynn V.",CEL,Community Engaged Learning,Y,Y,ANTH,GBCC,Global Connections,Y,Y,SLSC,Social Science,Y,Y,SSLG,Social Science Learning Goals,Y,Y,,,,,,,,,,,,,,,,,
202505-56909,202505,56909,ANBE,291,2,,Directed Study,0.5,1,,N,Y,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Awad Schwob, Natalie",NSMC,Natural Science and Mathematics,Y,Y,ANBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56910,202505,56910,CHEM,212L,60,,Lab for Organic Chemistry II,0,,,N,N,N,RCHM 101,N,Y,N,N,N,N,N,1100,1150,0,RCHM 335,N,Y,N,N,N,N,N,1200,1350,0,"Stockland, Robert A.",NSMC,Natural Science and Mathematics,Y,Y,CHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56911,202505,56911,UNIV,200,19,,Transforming Food,1,,Closed,N,N,N,ACWS 114,N,Y,N,N,N,N,N,1000,1120,0,ACWS 114,N,N,N,N,N,Y,N,1000,1120,1,"Sammells, Clare A.",CCIP,Integrated Perspectives,Y,Y,CHEM,,,,,,,,,,,,,"Castle, Karen J.",SOCI,,,,,,,,,,,,UNIV,,,
202505-56912,202505,56912,MECH,231,1,,Off-road Racing Design,0.25,,,N,N,N,COMP 004,N,N,N,N,Y,N,N,1500,1550,0,,,,,,,,,,,,"Beal, Craig E.",,,,,MECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56913,202505,56913,BIOL,302L,60,,Lab for Microbiology,0,,,N,N,N,BIOL 219,N,N,Y,N,N,N,N,1300,1550,0,,,,,,,,,,,,"Stowe, Emily L.",NSMC,Natural Science and Mathematics,Y,Y,BIOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56914,202505,56914,BIOL,302L,61,,Lab for Microbiology,0,,,N,N,N,BIOL 219,N,N,N,Y,N,N,N,1300,1550,0,,,,,,,,,,,,"Stowe, Emily L.",NSMC,Natural Science and Mathematics,Y,Y,BIOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56915,202505,56915,ACFM,202,1,This course will meet for the first seven weeks of the semester. Prerequisite ACFM 201,Business Law II,0.5,,,N,N,Y,HOLM 341,N,Y,N,Y,N,Y,N,1100,1150,0,,,,,,,,,,,,"Aikey, Kylie S.",SLSC,Social Science,Y,Y,ACFM,,,,,,,,,,,,,,MGMT,,,,,,,,,,,,,,,
202505-56919,202505,56919,GRMN,278,1,,Sports in German Culture,1,,,N,N,Y,COLE 055,N,Y,N,Y,N,N,N,1330,1450,1,,,,,,,,,,,,"Heinsohn, Bastian",ARHC,Arts and Humanities,Y,Y,GRMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56916,202505,56916,ARBC,103,1,Students must select ARBC 103R 40 recitation.,Intermediate Arabic I,1,,,Y,N,Y,VAUG 102,N,Y,N,Y,N,N,N,1200,1320,1,,,,,,,,,,,,"Isleem, Martin",ARHC,Arts and Humanities,Y,Y,ARBC,CCFL,Foreign Language,Y,Y,FRST,First year course,N,Y,,,,,,,,,,,,,,,,,,,,,
202505-56920,202505,56920,GRMN,390,1,,Indpt Projects-German Studies,0.5,1,,N,Y,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Heinsohn, Bastian",ARHC,Arts and Humanities,Y,Y,GRMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56917,202505,56917,ARBC,103R,40,,Recitation-Intermed. Arabic I,0,,,N,N,N,VAUG 102,N,N,N,N,N,Y,N,1200,1250,0,,,,,,,,,,,,,,,,,ARBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56990,202505,56990,EDUC,415,3,,Honors Thesis in Education,1,,,N,Y,N,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,"Fruja, Ramona M.",SLSC,Social Science,Y,Y,EDUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56991,202505,56991,SOCI,100,79,SCI Muncy Students,Introduction to Sociology,1,,,Y,Y,N,,N,N,Y,N,N,N,N,1200,1630,1,,,,,,,,,,,,"Altendorf, Karen A.",DUSC,Diversity in the U.S.,Y,Y,SOCI,FRST,First year course,N,Y,RPI,"Race, Power and Inequality",Y,Y,SLSC,Social Science,Y,Y,,,SSLG,Social Science Learning Goals,Y,Y,,,,,,,,,,,
202505-56992,202505,56992,THEA,319,1,,Individual Projects,1,,,N,Y,N,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,"Hansum, Heath J.",ARHC,Arts and Humanities,Y,Y,THEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56993,202505,56993,MORS,299,1,,Management Internship,1,1,,N,Y,N,,N,N,N,N,N,N,N,,,0.25,,,,,,,,,,,,"Eversole, Robyn",SLSC,Social Science,Y,Y,MGMT,,,,,,,,,,,,,,MORS,,,,,,,,,,,,,,,
202505-56994,202505,56994,ENCW,379,1,,Senior Thesis,1,,,N,Y,N,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,"Waldrep, G.C. C.",ARHC,Arts and Humanities,Y,Y,ENCW,,,,,,,,,,,,,,ENGL,,,,,,,,,,,,,,,
202505-56995,202505,56995,ENCW,379,2,,Senior Thesis,1,,,N,Y,N,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,"Hays, Katie A.",ARHC,Arts and Humanities,Y,Y,ENCW,,,,,,,,,,,,,,ENGL,,,,,,,,,,,,,,,
